492|E|25|8|15|0.237|0.175|33|50|D|1020|Y|||||
493|E|25|8|14|0.237|0.175|33|50|D|1020|Y|||||
494|E|25|8|13|0.237|0.175|33|50|D|1020|Y|||||
495|E|25|8|12|0.237|0.175|33|50|D|1020|Y|||||
496|E|25|8|11|0.237|0.175|33|50|D|1020|Y|||||
497|E|25|8|10|0.237|0.175|33|50|D|1020|Y|||||
498|E|26|7|10|0.237|0.175|32|50|D|1020|Y|||||
499|E|26|7|11|0.237|0.175|32|50|D|1020|Y|||||
500|E|26|7|12|0.237|0.175|32|50|D|1020|Y|||||
501|E|26|7|13|0.237|0.175|32|50|D|1020|Y|||||
502|E|26|7|14|0.237|0.175|32|50|D|1020|Y|||||
503|E|26|7|15|0.237|0.175|33|50|D|1020|Y|||||
504|E|26|7|16|0.237|0.175|33|50|D|1020|Y|||||
505|E|26|7|17|0.237|0.175|33|50|D|1020|Y|||||
506|E|26|8|17|0.237|0.175|33|50|D|1020|Y|||||
507|E|26|8|16|0.237|0.175|33|50|D|1020|Y|||||
508|E|26|8|15|0.237|0.175|33|50|D|1020|Y|||||
509|E|26|8|14|0.237|0.175|33|50|D|1020|Y|||||
510|E|26|8|13|0.237|0.175|33|50|D|1020|Y|||||
511|E|26|8|12|0.237|0.175|33|50|D|1020|Y|||||
512|E|26|8|11|0.237|0.175|33|50|D|1020|Y|||||
513|E|26|8|10|0.237|0.175|33|50|D|1020|Y|||||
514|E|27|7|10|0.235|0.235|36|50|D|1037|Y|||||
515|E|27|7|11|0.235|0.235|36|50|R|1037|Y||50|||
516|E|27|7|12|0.235|0.235|36|50|D|1037|Y|||||
517|E|27|7|13|0.235|0.235|36|50|D|1037|Y|||||
518|E|27|7|14|0.235|0.235|36|50|D|1037|Y|||||
519|E|27|7|15|0.235|0.235|36|50|D|1037|Y|||||
520|E|27|7|16|0.235|0.235|36|50|D|1037|Y|||||
521|E|27|7|17|0.235|0.235|36|50|D|1037|Y|||||
522|E|27|8|17|0.235|0.235|36|50|D|1037|Y|||||
523|E|27|8|16|0.235|0.235|36|50|D|1037|Y|||||
524|E|27|8|15|0.235|0.235|36|50|D|1037|Y|||||
525|E|27|8|14|0.235|0.235|36|50|D|1037|Y|||||
526|E|27|8|13|0.235|0.235|36|50|D|1037|Y|||||
527|E|27|8|12|0.235|0.235|36|50|D|1037|Y|||||
528|E|27|8|11|0.235|0.235|36|50|D|1037|Y|||||
529|E|27|8|10|0.235|0.235|36|50|D|1037|Y|||||
530|E|28|7|10|0.235|0.235|37|50|D|1038|Y|||||
531|E|28|7|11|0.235|0.235|37|50|D|1038|Y|||||
532|E|28|7|12|0.235|0.235|37|50|D|1038|Y|||||
533|E|28|7|13|0.235|0.235|37|50|D|1038|Y|||||
